GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59
1400000US29510118400,29510118400,"Census Tract 1184, St. Louis city, Missouri",478,81,267,70,137,48,0,11,0,11,0,11,0,11,0,11,0,11,24,24,0,11,0,11,22,20,76,35,5,8,10,16,130,47,0,11,0,11,0,11,0,11,0,11,0,11,27,18,0,11,5,9,33,28,48,29,5,8,12,14,211,66,132,51,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,10,11,18,24,26,72,32,4,8,14,17,79,40,0,11,0,11,0,11,0,11,0,11,0,11,4,6,0,11,0,11,13,21,41,23,12,19,9,10
1400000US29510118600,29510118600,"Census Tract 1186, St. Louis city, Missouri",2913,375,914,250,563,196,22,35,0,11,16,26,0,11,0,11,22,35,279,135,61,53,80,85,41,57,42,44,0,11,0,11,351,147,0,11,0,11,43,56,0,11,0,11,0,11,85,69,68,52,38,50,65,58,13,18,0,11,39,43,1999,352,1042,254,14,22,9,13,95,58,0,11,0,11,76,82,63,76,237,100,124,65,106,62,195,81,92,59,31,25,957,171,23,22,16,25,17,22,38,50,29,43,51,55,28,25,244,96,149,52,119,58,119,52,84,56,40,26
1400000US29510119101,29510119101,"Census Tract 1191.01, St. Louis city, Missouri",2566,273,788,292,497,235,34,50,0,11,0,11,0,11,0,11,0,11,92,83,209,188,8,12,46,35,84,62,24,26,0,11,291,145,54,90,0,11,0,11,0,11,0,11,0,11,77,50,17,19,31,39,41,43,25,21,36,38,10,13,1778,208,1055,183,0,11,8,14,0,11,9,16,7,17,0,11,91,65,261,108,188,85,220,86,126,62,114,48,31,38,723,122,0,11,0,11,0,11,0,11,0,11,8,19,48,33,215,75,60,53,113,49,90,42,131,57,58,43
1400000US29510119102,29510119102,"Census Tract 1191.02, St. Louis city, Missouri",3070,315,958,234,269,130,0,11,0,11,0,11,0,11,0,11,0,11,27,23,109,89,9,14,85,59,23,30,16,21,0,11,689,192,0,11,0,11,0,11,15,25,0,11,0,11,269,102,317,160,17,22,61,45,0,11,0,11,10,17,2112,270,1140,251,37,55,0,11,0,11,0,11,0,11,0,11,81,59,503,239,138,51,75,36,124,63,157,72,25,24,972,140,22,17,0,11,24,19,0,11,0,11,30,23,80,38,326,110,86,37,54,38,149,59,124,66,77,46
1400000US29510119200,29510119200,"Census Tract 1192, St. Louis city, Missouri",1746,233,314,107,165,89,0,11,0,11,0,11,0,11,0,11,0,11,7,12,39,36,10,16,7,8,27,25,59,52,16,23,149,58,0,11,0,11,0,11,0,11,1,4,2,4,34,36,24,19,26,29,27,37,6,9,3,4,26,22,1432,238,692,163,27,29,0,11,25,26,0,11,0,11,13,20,34,36,115,67,90,47,141,74,122,41,64,39,61,39,740,121,26,25,0,11,28,28,47,55,14,15,15,21,59,37,110,48,67,43,178,56,69,35,54,25,73,30
1400000US29510119300,29510119300,"Census Tract 1193, St. Louis city, Missouri",2592,339,1317,265,691,228,0,11,0,11,0,11,0,11,14,17,16,25,424,187,93,59,5,11,50,25,30,25,23,24,36,66,626,151,24,26,0,11,11,17,0,11,0,11,0,11,432,128,61,40,10,16,11,17,53,50,4,10,20,21,1275,259,576,192,37,51,7,13,28,38,0,11,0,11,9,15,103,91,120,68,37,27,30,31,79,54,66,45,60,61,699,197,37,39,0,11,0,11,33,49,0,11,0,11,76,49,198,104,101,64,49,42,65,37,55,45,85,43
1400000US29510120200,29510120200,"Census Tract 1202, St. Louis city, Missouri",1280,223,737,226,331,118,28,23,0,11,63,42,23,26,11,19,34,33,78,46,13,15,0,11,28,25,36,24,8,11,9,14,406,125,20,21,0,11,27,28,21,23,6,9,27,29,58,42,53,42,56,37,44,24,67,39,21,17,6,8,543,176,244,93,35,30,0,11,12,18,0,11,0,11,0,11,15,25,36,29,36,30,47,48,29,25,24,20,10,14,299,121,61,49,0,11,29,22,8,11,0,11,0,11,21,24,92,57,19,20,16,24,25,25,23,14,5,8
1400000US29510121100,29510121100,"Census Tract 1211, St. Louis city, Missouri",1595,253,889,253,473,148,26,26,4,11,59,51,15,29,0,11,5,9,125,62,40,39,32,33,58,46,53,50,40,47,16,19,416,168,6,10,0,11,27,34,13,29,24,33,0,11,68,66,74,58,36,38,31,26,70,54,38,41,29,21,706,157,254,80,0,11,0,11,5,10,0,11,9,14,0,11,9,7,44,31,47,40,19,20,88,57,19,18,14,14,452,132,0,11,0,11,8,12,0,11,0,11,8,15,33,41,33,37,29,32,82,65,94,41,50,28,115,45
1400000US29510121200,29510121200,"Census Tract 1212, St. Louis city, Missouri",2508,331,1606,336,504,149,129,70,18,22,124,63,53,47,21,24,18,21,10,14,21,18,28,26,29,21,14,12,22,21,17,21,1102,243,258,96,7,11,187,85,83,58,14,21,41,36,100,55,137,63,76,43,49,38,35,31,56,37,59,37,902,225,374,120,7,10,0,11,36,34,21,25,11,18,29,22,10,14,42,39,104,78,57,46,20,17,32,26,5,7,528,148,17,27,0,11,47,30,21,27,0,11,42,37,2,4,70,42,70,40,87,47,59,37,69,44,44,39
1400000US29510123100,29510123100,"Census Tract 1231, St. Louis city, Missouri",3620,453,598,201,380,147,25,36,0,11,65,72,0,11,0,11,0,11,0,11,96,58,92,79,69,56,13,18,20,22,0,11,218,84,0,11,0,11,0,11,0,11,0,11,1,2,29,23,35,42,0,11,67,49,40,46,12,19,34,25,3022,489,1322,286,87,80,22,37,144,101,66,59,32,39,44,38,30,25,321,108,243,94,188,76,104,51,24,25,17,20,1700,312,121,87,45,45,175,114,70,59,22,35,11,17,132,100,402,121,270,78,179,72,161,61,71,45,41,30
1400000US29510123200,29510123200,"Census Tract 1232, St. Louis city, Missouri",2210,198,425,112,221,79,0,11,44,39,41,59,0,11,0,11,0,11,0,11,23,34,31,37,21,22,61,39,0,11,0,11,204,60,0,11,0,11,0,11,0,11,0,11,0,11,0,11,69,53,45,59,39,32,0,11,51,42,0,11,1785,224,926,142,78,67,0,11,26,31,0,11,0,11,8,12,26,23,146,68,215,74,119,61,155,70,105,32,48,34,859,136,76,49,9,16,0,11,10,16,0,11,0,11,28,40,267,84,141,69,65,42,183,54,69,33,11,18
1400000US29510123300,29510123300,"Census Tract 1233, St. Louis city, Missouri",2893,246,365,168,170,98,0,11,0,11,58,66,22,35,16,26,0,11,7,12,23,26,17,24,20,22,0,11,7,11,0,11,195,107,28,44,0,11,0,11,0,11,0,11,9,15,19,18,91,69,26,30,8,13,7,11,7,11,0,11,2528,269,1260,159,83,50,0,11,33,32,0,11,0,11,36,29,86,69,417,126,194,70,152,61,178,66,51,39,30,21,1268,195,76,51,10,16,53,40,38,46,0,11,0,11,110,63,478,120,160,68,176,65,89,50,39,29,39,24
1400000US29510124100,29510124100,"Census Tract 1241, St. Louis city, Missouri",5268,690,2398,517,1064,267,157,103,53,48,185,116,72,73,28,43,33,28,79,61,261,131,37,30,60,51,32,28,67,51,0,15,1334,353,151,116,0,15,244,136,93,62,8,14,76,74,120,86,293,124,129,82,104,60,58,49,12,13,46,44,2870,613,1532,396,163,114,86,76,134,90,104,67,22,34,9,15,157,170,235,119,199,92,153,83,202,70,27,27,41,33,1338,342,125,95,0,15,71,70,55,65,0,15,62,49,84,65,288,122,283,118,142,60,167,70,35,33,26,24
1400000US29510124200,29510124200,"Census Tract 1242, St. Louis city, Missouri",3322,513,1375,369,686,183,55,55,0,11,77,65,61,51,10,16,33,39,37,36,41,48,155,115,150,68,38,38,20,25,9,14,689,238,30,27,0,11,162,98,71,59,0,11,16,26,13,20,113,81,86,63,63,49,61,45,50,47,24,23,1947,434,984,284,158,141,0,11,22,25,41,35,24,25,6,10,117,68,138,65,149,71,193,117,82,55,42,32,12,15,963,233,97,86,0,11,118,65,36,45,19,31,0,11,65,56,195,80,134,64,118,83,129,63,30,22,22,24
1400000US29510124300,29510124300,"Census Tract 1243, St. Louis city, Missouri",2964,249,506,145,259,92,18,27,0,11,0,11,0,11,0,11,0,11,41,37,14,20,31,30,52,58,79,55,16,22,8,13,247,110,22,32,0,11,21,30,0,11,0,11,0,11,36,28,44,42,33,30,36,36,28,37,0,11,27,33,2458,275,1410,209,44,43,12,19,38,31,23,18,15,12,43,46,96,63,319,85,241,90,209,84,173,64,133,63,64,37,1048,184,75,64,7,11,41,48,8,13,0,11,0,11,127,73,184,68,196,67,184,65,122,59,78,42,26,31
1400000US29510124600,29510124600,"Census Tract 1246, St. Louis city, Missouri",1939,194,1197,212,599,116,44,33,18,27,81,63,41,28,13,18,11,13,75,36,108,46,81,52,45,28,55,39,23,18,4,7,598,132,61,44,23,22,97,60,11,17,0,11,22,23,80,44,87,44,93,52,38,25,83,46,3,6,0,11,742,145,430,110,43,34,0,11,69,37,4,7,0,11,10,11,39,33,99,38,44,23,48,27,57,30,7,7,10,12,312,101,20,26,4,7,6,10,11,13,0,11,7,12,9,14,72,50,48,26,70,33,20,19,32,15,13,10
1400000US29510125500,29510125500,"Census Tract 1255, St. Louis city, Missouri",2823,315,473,205,270,146,0,11,0,11,0,11,0,11,0,11,0,11,111,94,52,36,58,61,14,28,35,47,0,11,0,11,203,142,0,11,0,11,0,11,0,11,0,11,0,11,81,59,114,91,0,11,0,11,8,13,0,11,0,11,2350,285,1357,231,43,28,0,11,0,11,0,11,26,43,0,11,136,91,636,183,250,125,185,83,55,39,16,18,10,15,993,179,89,35,0,11,0,11,0,11,0,11,0,11,65,46,461,121,149,96,118,72,72,50,39,39,0,11
1400000US29510125600,29510125600,"Census Tract 1256, St. Louis city, Missouri",3544,428,495,314,214,129,0,11,0,11,52,87,0,11,0,11,14,24,42,36,76,77,0,11,15,25,0,11,15,23,0,11,281,207,58,96,0,11,0,11,0,11,0,11,0,11,35,47,112,102,0,11,31,34,32,34,0,11,13,20,3049,443,1752,344,46,54,0,11,35,39,0,11,0,11,0,11,92,100,546,186,359,183,380,184,123,65,43,39,128,145,1297,280,0,11,0,11,0,11,18,28,0,11,15,24,214,137,532,183,144,72,167,125,179,96,28,30,0,11
1400000US29510125700,29510125700,"Census Tract 1257, St. Louis city, Missouri",3752,484,2450,562,850,284,152,136,54,82,271,148,21,31,0,11,61,79,132,113,23,33,33,36,95,79,8,12,0,11,0,11,1600,374,196,162,143,118,278,202,51,78,35,55,58,86,153,97,191,98,237,116,137,66,83,73,33,34,5,9,1302,400,547,202,36,55,0,11,21,38,29,40,51,75,55,77,101,101,6,12,34,37,10,20,66,48,84,45,54,48,755,252,0,11,0,11,20,24,0,11,0,11,23,39,123,108,135,109,136,100,94,76,141,57,58,42,25,20
1400000US29510126600,29510126600,"Census Tract 1266, St. Louis city, Missouri",3063,454,1483,373,553,222,126,97,32,38,119,60,25,30,27,32,32,30,34,40,37,39,5,13,40,41,33,32,43,35,0,11,930,221,141,84,84,60,76,44,15,27,0,11,0,11,122,76,256,104,71,48,96,45,35,44,0,11,34,27,1580,450,698,239,100,84,0,11,75,71,33,41,0,11,22,36,60,56,150,75,65,56,80,48,105,81,8,12,0,11,882,275,48,44,0,11,94,66,85,65,0,11,0,11,107,75,185,112,136,69,111,52,78,58,26,24,12,19
1400000US29510126700,29510126700,"Census Tract 1267, St. Louis city, Missouri",1089,199,506,164,202,91,31,38,0,11,10,12,0,11,1,3,10,16,51,36,12,19,17,20,34,34,36,28,0,11,0,11,304,94,16,18,0,11,15,19,7,14,0,11,8,14,23,34,13,16,62,40,72,41,30,28,33,31,25,32,583,185,310,87,0,11,0,11,8,11,23,28,0,11,23,28,48,26,29,22,56,40,33,33,54,34,19,22,17,18,273,117,2,5,0,11,2,5,8,12,0,11,0,11,28,29,56,50,40,39,28,28,51,35,36,25,22,23
1400000US29510126800,29510126800,"Census Tract 1268, St. Louis city, Missouri",3480,231,349,129,121,50,0,11,10,16,0,11,0,11,0,11,0,11,15,15,18,19,13,21,34,28,31,29,0,11,0,11,228,102,0,11,7,14,18,24,0,11,0,11,0,11,27,37,0,11,32,28,83,64,46,35,8,12,7,12,3131,261,1673,151,95,57,0,11,119,73,33,34,17,19,6,10,77,38,602,145,186,57,251,70,187,50,74,38,26,20,1458,178,54,36,11,18,60,63,10,15,0,11,6,10,47,29,385,105,242,86,266,76,185,61,76,33,116,51
1400000US29510126900,29510126900,"Census Tract 1269, St. Louis city, Missouri",4401,762,1743,825,946,536,213,313,0,11,70,70,112,130,0,11,0,11,105,102,63,68,49,49,85,67,148,77,38,80,63,60,797,336,37,60,0,11,110,98,42,66,32,51,11,15,85,80,82,75,37,57,131,86,132,92,23,36,75,37,2658,417,1083,233,25,31,0,11,58,40,38,37,0,11,59,72,73,59,97,65,136,67,154,62,263,115,106,60,74,48,1575,358,76,78,0,11,58,74,49,68,42,52,141,80,132,100,110,63,174,74,131,70,373,98,144,51,145,55
1400000US29510127000,29510127000,"Census Tract 1270, St. Louis city, Missouri",1135,234,331,156,194,100,0,11,0,11,0,11,32,55,15,24,0,11,11,17,32,35,14,24,21,26,59,35,0,11,10,10,137,76,0,11,0,11,0,11,0,11,0,11,0,11,7,12,10,20,36,42,33,26,30,28,15,22,6,10,804,208,370,116,63,76,0,11,18,21,0,11,0,11,0,11,23,30,87,71,15,20,72,44,51,33,22,18,19,14,434,144,49,42,0,11,12,18,13,18,1,5,0,11,53,43,52,64,50,41,105,53,51,23,15,12,33,22
1400000US29510127100,29510127100,"Census Tract 1271, St. Louis city, Missouri",1953,245,847,211,304,99,44,34,0,11,29,25,11,17,15,18,53,44,35,42,24,26,5,9,28,17,37,21,23,21,0,11,543,154,21,21,17,19,122,83,17,20,0,11,14,22,68,34,95,57,57,35,36,31,57,29,17,14,22,16,1106,213,466,110,18,29,0,11,27,27,0,11,0,11,28,23,47,32,37,32,69,49,50,38,89,42,54,24,47,22,640,144,5,10,0,11,68,60,15,23,14,16,13,13,132,73,58,43,70,39,73,33,99,44,32,15,61,26
1400000US29510127200,29510127200,"Census Tract 1272, St. Louis city, Missouri",4475,582,626,229,282,154,0,11,0,11,12,18,12,19,0,11,0,11,12,17,23,29,33,34,107,60,61,59,22,47,0,11,344,144,0,11,0,11,53,73,0,11,0,11,0,11,83,71,35,34,44,36,61,44,17,27,15,25,36,35,3849,565,1781,199,192,133,13,18,68,56,0,11,50,49,6,10,65,52,395,139,243,103,154,115,328,84,174,65,93,51,2068,472,58,43,0,11,127,109,39,47,27,41,14,18,78,69,608,305,274,99,205,115,257,71,192,90,189,102
1400000US29510127300,29510127300,"Census Tract 1273, St. Louis city, Missouri",3397,312,1092,319,412,161,17,28,0,11,24,27,10,15,0,11,0,11,59,61,96,63,7,15,103,88,78,66,18,20,0,11,680,231,22,25,0,11,52,63,77,66,10,17,7,15,91,82,95,69,106,80,61,62,95,54,26,41,38,41,2305,266,1241,186,62,55,36,39,37,41,106,66,18,24,83,72,84,50,227,102,157,75,191,101,133,47,83,36,24,22,1064,170,52,49,10,17,26,25,17,23,24,30,8,12,94,55,137,70,158,71,178,86,253,71,47,27,60,32
1400000US29510127400,29510127400,"Census Tract 1274, St. Louis city, Missouri",5326,380,2524,598,671,274,122,114,11,19,153,108,109,99,0,15,12,20,107,100,15,21,59,56,23,25,60,75,0,15,0,15,1853,448,279,162,31,48,94,90,190,94,36,52,73,68,294,125,335,174,301,144,71,80,121,70,15,23,13,20,2802,600,1481,392,150,138,89,139,96,69,0,15,17,30,17,29,33,37,468,183,178,102,168,85,166,96,63,44,36,37,1321,274,54,55,21,38,38,60,45,48,0,15,0,15,130,138,210,112,147,77,290,119,135,87,159,72,92,56
1400000US29510127500,29510127500,"Census Tract 1275, St. Louis city, Missouri",2473,264,819,270,282,136,24,38,0,11,82,74,29,31,0,11,16,25,66,65,20,31,8,12,27,31,10,12,0,11,0,11,537,166,26,40,0,11,37,38,20,23,18,28,15,18,104,64,52,49,81,48,40,31,51,42,45,30,48,46,1654,301,924,173,32,36,17,28,87,65,18,26,0,11,0,11,88,63,309,86,164,73,82,56,60,44,59,54,8,11,730,191,63,56,0,11,24,30,19,28,0,11,9,14,109,62,195,97,113,56,117,56,29,24,21,26,31,29
1400000US29510127600,29510127600,"Census Tract 1276, St. Louis city, Missouri",3129,268,307,133,192,96,0,11,0,11,0,11,0,11,0,11,0,11,22,21,8,13,68,76,30,29,27,42,19,24,18,20,115,75,0,11,0,11,0,11,0,11,0,11,10,13,23,31,0,11,6,10,9,16,49,53,9,16,9,14,2822,266,1483,222,0,11,12,23,96,71,0,11,0,11,0,11,56,47,619,176,265,121,104,52,220,83,106,55,5,9,1339,217,28,36,0,11,80,83,0,11,0,11,0,11,180,101,490,174,169,100,115,53,159,74,94,65,24,27
